cell,Specimen.ID,Species,T2T3Red,Lat,Lon,X,Y,TemplateX,TemplateY,Difference1,Difference2,Distance
363,AMNH_BEE 00123541,bifarius,0,38.77777,-119.82194,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,AMNH_BEE 00123545,bifarius,0,38.83384,-120.04162,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,AMNH_BEE 00095916,bifarius,0,38.83384,-120.04162,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.797687,bifarius,0,38.9,-120.1,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,AMNH_BEE 00123547,bifarius,0,38.98222,-120.09611,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.709867,bifarius,0,39.163881,-119.813131,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.711494,bifarius,0,39.301676,-120.328533,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.711495,bifarius,0,39.301676,-120.328533,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.710650,bifarius,0,39.303579,-119.913426,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.710651,bifarius,0,39.303579,-119.913426,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.710652,bifarius,0,39.303579,-119.913426,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.710661,bifarius,0,39.303579,-119.913426,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.710667,bifarius,0,39.303579,-119.913426,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.710675,bifarius,0,39.303579,-119.913426,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.710676,bifarius,0,39.303579,-119.913426,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.710678,bifarius,0,39.303579,-119.913426,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.711066,bifarius,0,39.303579,-119.913426,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,ENT.710263,bifarius,0,39.303579,-119.913426,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
363,AMNH_BEE 00095750,bifarius,0,39.43221,-120.24011,0.596630774,0.697896553,0.599831093,0.706655227,-0.003200319,-0.008758674,0.009325042
364,AMNH_BEE 00054288,bifarius,0,39.47361,-118.77639,-0.071019487,-0.037513592,0.599831093,0.706655227,-0.67085058,-0.744168818,1.001912038
364,AMNH_BEE 00094989,bifarius,0,39.47361,-118.77639,-0.071019487,-0.037513592,0.599831093,0.706655227,-0.67085058,-0.744168818,1.001912038
